nepa1254	# g u m aː u #	# g a m a j #
assa1263	# g a ~ ʋ aː #	# g a m a j #
beng1280	# g o ~ j aː #	# g a m a j #
hind1269	# g a ~ ʋ aː #	# g a m a j #
guja1252	# g a m aː ʋ #	# g a m a j #
mara1378	# g a ~ ʋ aː iː #	# g a m a j #
sind1272	# g a ~ u ~ #	# g a m a j #
braj1242	# g a ʋ aː ~ #	# g a m a j #
assa1263	# k u ʈ n aː #	# k u ʈ ʈ a n a #
beng1280	# k u ʈ a n #	# k u ʈ ʈ a n a #
oriy1255	# k u ʈ a ɳ a #	# k u ʈ ʈ a n a #
guja1252	# k u ʈ ɳ u ~ #	# k u ʈ ʈ a n a #
mara1378	# k u ʈ a ɳ #	# k u ʈ ʈ a n a #
khow1242	# k o ʈ i n i #	# k u ʈ ʈ a n a #
assa1263	# kʰ aː t #	# kʂ a t r a #
beng1280	# kʰ aː t aː #	# kʂ a t r a #
hind1269	# kʰ aː t aː #	# kʂ a t r a #
west2386	# kʰ aː t aː #	# kʂ a t r a #
sind1272	# kʰ aː t o #	# kʂ a t r a #
panj1256	# kʰ aː t t aː #	# kʂ a t r a #
guja1252	# kʰ aː t u ~ #	# kʂ a t r a #
mara1378	# kʰ aː t e ~ #	# kʂ a t r a #
kash1277	# r o cʰ u #	# r a kʂ a #
west2386	# r a k kʰ aː #	# r a kʂ a #
mara1378	# r a ɖ ɳ e ~ #	# r a ʈ a n a #
sinh1246	# b i l i j a m a #	# b a l i k a r m a n #
oriy1255	# s aː h aː #	# s a h aː j a #
hind1269	# s a h aː uː #	# s a h aː j a #
sinh1246	# s a h a #	# s a h aː j a #
kash1277	# p a p a j #	# p a k ʋ a t aː #
hind1269	# a n uː aː #	# a n uː p a #
sinh1246	# a n u #	# a n uː p a #
west2386	# a ɳ iː #	# a n uː p a #
oriy1255	# b i h a ɽ a #	# ʋ i k a ʈ a #
mait1250	# b e ɽ aː #	# ʋ i k a ʈ a #
mara1378	# ʋ e ɖ #	# ʋ i k a ʈ a #
west2386	# ʋ e t r #	# ʋ i k a r t #
west2386	# ʋ e t r #	# ʋ i k a r t #
guja1252	# ʋ e t a r #	# ʋ i k a r t #
west2386	# s a d dʱ u r #	# ʋ i k a r t #
oriy1255	# b e u s #	# ʋ i k a r ʂ #
hind1269	# b iː s #	# ʋ i k a r ʂ #
oriy1255	# b e u s aː #	# ʋ i k a r ʂ #
oriy1255	# b e u s a ɳ a #	# ʋ i k a r ʂ #
torw1241	# c u ʝ #	# ʃ u dʱ j #
sind1272	# s u ʝʱ a #	# ʃ u dʱ j #
west2386	# s u ʝʱ #	# ʃ u dʱ j #
west2386	# s u ʝʱ #	# ʃ u dʱ j #
panj1256	# s u ʝ ʝʱ #	# ʃ u dʱ j #
panj1256	# s u ʝ ʝʱ a #	# ʃ u dʱ j #
bhad1241	# ʃ u ʝ ʝʱ #	# ʃ u dʱ j #
kuma1273	# s uː ʝʱ #	# ʃ u dʱ j #
nepa1254	# s u ʝʱ #	# ʃ u dʱ j #
assa1263	# x u z #	# ʃ u dʱ j #
beng1280	# s u ʝʱ aː #	# ʃ u dʱ j #
oriy1255	# s u ʝʱ #	# ʃ u dʱ j #
mait1250	# s uː ʝʱ #	# ʃ u dʱ j #
awad1243	# s uː ʝʱ #	# ʃ u dʱ j #
hind1269	# s uː ʝʱ #	# ʃ u dʱ j #
guja1252	# s u ʝʱ #	# ʃ u dʱ j #
west2386	# s u ʝʱ aː ʋ #	# ʃ u dʱ j #
panj1256	# s u ʝʱ aː u #	# ʃ u dʱ j #
kuma1273	# s u ʝʱ o #	# ʃ u dʱ j #
assa1263	# x u z aː #	# ʃ u dʱ j #
oriy1255	# s u ʝʱ aː #	# ʃ u dʱ j #
hind1269	# s u ʝʱ aː #	# ʃ u dʱ j #
guja1252	# s u ʝʱ aː ɽ #	# ʃ u dʱ j #
kash1277	# ʃ o z a r u n #	# ʃ u dʱ j #
vlax1238	# b a k r o #	# b a r k a r a #
carp1235	# b a k r o r i #	# b a r k a r a #
doma1258	# b a k r a #	# b a r k a r a #
loma1235	# b o k o r a #	# b a r k a r a #
tira1253	# b a k a r a #	# b a r k a r a #
kala1373	# b a k a r #	# b a r k a r a #
phal1254	# b a k aː r a #	# b a r k a r a #
kash1277	# b a k a r #	# b a r k a r a #
kash1277	# b a k r iː #	# b a r k a r a #
sind1272	# b a k a r u #	# b a r k a r a #
west2386	# b a k k r aː #	# b a r k a r a #
west2386	# b a k r aː #	# b a r k a r a #
panj1256	# b a k k a r #	# b a r k a r a #
bhat1263	# b a k r aː #	# b a r k a r a #
pang1282	# b a k r uː #	# b a r k a r a #
cham1307	# b a k r aː #	# b a r k a r a #
jaun1243	# b aː k r o #	# b a r k a r a #
garh1243	# b aː kʰ r o #	# b a r k a r a #
kuma1273	# b aː kʰ r o #	# b a r k a r a #
kuma1273	# b aː k a r #	# b a r k a r a #
nepa1254	# b aː kʰ r o #	# b a r k a r a #
beng1280	# b a k a r #	# b a r k a r a #
oriy1255	# b a k a r a #	# b a r k a r a #
mait1250	# b a k k a r #	# b a r k a r a #
awad1243	# b a k a r aː #	# b a r k a r a #
hind1269	# b a k r aː #	# b a r k a r a #
guja1252	# b aː k r a #	# b a r k a r a #
mara1378	# b aː k r aː #	# b a r k a r a #
hind1269	# b o k r aː #	# b a r k a r a #
garh1243	# b aː kʰ r iː #	# b a r k a r a #
dhiv1236	# b a k a r i #	# b a r k a r a #
sinh1246	# s a t o s a #	# s a ~ t o ʂ a #
oriy1255	# s a n t o s #	# s a ~ t o ʂ a j #
wels1246	# k a kʰ #	# k a kʂ a #
balk1252	# k a k #	# k a kʂ a #
nort2666	# x a c e m #	# k a kʂ a #
nort2666	# k a c iː #	# k a kʂ a #
shum1235	# x a c iː #	# k a kʂ a #
kash1277	# k o cʰ #	# k a kʂ a #
sind1272	# k a cʰ #	# k a kʂ a #
panj1256	# k a c cʰ #	# k a kʂ a #
panj1256	# k a c cʰ aː #	# k a kʂ a #
bhad1241	# k a cʰ l i #	# k a kʂ a #
kuma1273	# k aː kʰ #	# k a kʂ a #
nepa1254	# k aː kʰ #	# k a kʂ a #
assa1263	# k aː x #	# k a kʂ a #
beng1280	# k aː ~ kʰ #	# k a kʂ a #
oriy1255	# k aː kʰ a #	# k a kʂ a #
bhoj1244	# k aː ~ kʰ #	# k a kʂ a #
awad1243	# k aː ~ kʰ i #	# k a kʂ a #
hind1269	# k aː kʰ #	# k a kʂ a #
guja1252	# k aː kʰ #	# k a kʂ a #
mara1378	# k aː s #	# k a kʂ a #
konk1267	# kʰ aː k k o #	# k a kʂ a #
sinh1246	# k a s a #	# k a kʂ a #
gawa1247	# k a c j aː l #	# k a kʂ a #
kala1373	# k a c aː l #	# k a kʂ a #
torw1241	# k a ʂ aː l #	# k a kʂ a #
nort2665	# k a c a l iː n #	# k a kʂ a #
nort2666	# k a c a l #	# k a kʂ a #
savi1242	# k a c a l #	# k a kʂ a #
khow1242	# k u ʂ k o m u l #	# k a kʂ a #
assa1263	# k aː x e #	# k a kʂ a #
nepa1254	# k a h aː ~ #	# k a kʂ a #
kach1277	# k a cʰ iː #	# k a kʂ a #
dhiv1236	# k a k #	# k a kʂ a #
hind1269	# aː kʰ a r #	# aː kʰ a r a #
beng1280	# b i h a ɽ aː #	# ʋ i gʰ a ʈ #
panj1256	# ʋ i g a ɽ #	# ʋ i gʰ a ʈ #
kuma1273	# b i g a ɽ #	# ʋ i gʰ a ʈ #
nepa1254	# b i g r a #	# ʋ i gʰ a ʈ #
assa1263	# b i g a r #	# ʋ i gʰ a ʈ #
beng1280	# b i g ɽ aː #	# ʋ i gʰ a ʈ #
oriy1255	# b i g a ɽ #	# ʋ i gʰ a ʈ #
hind1269	# b i gʰ a r #	# ʋ i gʰ a ʈ #
kash1277	# b i g a r u n #	# ʋ i gʰ a ʈ #
sind1272	# b i g i ɽ a #	# ʋ i gʰ a ʈ #
guja1252	# b a g a ɽ #	# ʋ i gʰ a ʈ #
mara1378	# b i gʰ a ɖ #	# ʋ i gʰ a ʈ #
assa1263	# b i g a r i #	# ʋ i gʰ a ʈ #
mara1378	# ʋ i gʰ a ɖ #	# ʋ i gʰ a ʈ #
panj1256	# ʋ i g aː ɽ #	# ʋ i gʰ a ʈ #
kuma1273	# b i g aː ɽ a #	# ʋ i gʰ a ʈ #
nepa1254	# b i g aː r #	# ʋ i gʰ a ʈ #
oriy1255	# b i g aː ɽ #	# ʋ i gʰ a ʈ #
hind1269	# b i g aː ɽ #	# ʋ i gʰ a ʈ #
kash1277	# b i g aː r u n #	# ʋ i gʰ a ʈ #
sind1272	# b i g aː ɽ a #	# ʋ i gʰ a ʈ #
guja1252	# b a g aː ɽ #	# ʋ i gʰ a ʈ #
mara1378	# b i gʰ a ɖ #	# ʋ i gʰ a ʈ #
panj1256	# ʋ i g aː ɽ #	# ʋ i gʰ a ʈ #
nepa1254	# b i g aː r #	# ʋ i gʰ a ʈ #
hind1269	# b i g aː ɽ #	# ʋ i gʰ a ʈ #
sind1272	# b i g aː ɽ u #	# ʋ i gʰ a ʈ #
guja1252	# b a g aː ɽ #	# ʋ i gʰ a ʈ #
mara1378	# b i gʰ a ɖ #	# ʋ i gʰ a ʈ #
mara1378	# ʋ i gʰ a ɖ #	# ʋ i gʰ a ʈ #
assa1263	# b i gʰ a ʈ #	# ʋ i gʰ a ʈ #
mait1250	# b i gʰ a ʈ aː b #	# ʋ i gʰ a ʈ #
mara1378	# ʋ i gʰ a ʈ #	# ʋ i gʰ a ʈ #
khow1242	# g r a h #	# g r aː h a #
shin1264	# g r aː ~ #	# g r aː h a #
sind1272	# g aː h a #	# g r aː h a #
bagh1251	# g aː h iː #	# g r aː h a #
hind1269	# g aː h #	# g r aː h a #
mara1378	# g aː h iː #	# g r aː h a #
khow1242	# g r a h #	# g r aː h a #
shin1264	# g r aː ~ #	# g r aː h a #
kash1277	# g r aː h #	# g r aː h a #
hind1269	# g aː h #	# g r aː h a #
hind1269	# g aː h #	# g r aː h a j #
mara1378	# g aː ʋ #	# g r aː h a j #
sind1272	# ʝ u h o #	# j uː tʰ a #
hind1269	# ʝ uː h #	# j uː tʰ a #
guja1252	# ʝʱ uː ɽ iː #	# j uː tʰ a #
bhad1241	# ʝ uː tʰ #	# j uː tʰ a #
sinh1246	# j u t a #	# j uː tʰ a #
panj1256	# ʝ uː h #	# j uː tʰ a #
beng1280	# ʝ u i #	# j uː tʰ i k aː #
oriy1255	# ʝ uː i #	# j uː tʰ i k aː #
hind1269	# ʝ uː h iː #	# j uː tʰ i k aː #
guja1252	# ʝ u iː #	# j uː tʰ i k aː #
mara1378	# ʝ u iː #	# j uː tʰ i k aː #
konk1267	# ʝ uː i #	# j uː tʰ i k aː #
assa1263	# z uː t i #	# j uː tʰ i k aː #
sinh1246	# h e ɭ a #	# s i ~ h a l a #
hind1269	# c i t aː r n aː #	# c i t r a k aː r a #
guja1252	# c i t aː r a #	# c i t r a k aː r a #
mara1378	# c i t aː r iː #	# c i t r a k aː r a #
sinh1246	# s i t i j a r a #	# c i t r a k aː r a #
kach1277	# c a t aː r #	# c i t r a k aː r a #
guja1252	# c i t aː r #	# c i t r a k aː r a #
kala1373	# c aː #	# p r a t i d a dʱ aː t i #
kash1277	# m aː h #	# m aː ʂ a #
sind1272	# m aː ~ h iː #	# m aː ʂ a #
west2386	# m aː ~ h #	# m aː ʂ a #
west2386	# m aː ~ #	# m aː ʂ a #
panj1256	# m aː ~ h #	# m aː ʂ a #
nepa1254	# m aː s #	# m aː ʂ a #
assa1263	# m aː h #	# m aː ʂ a #
oriy1255	# m aː s a #	# m aː ʂ a #
sinh1246	# m aː #	# m aː ʂ a #
hind1269	# m aː ~ s iː #	# m aː ʂ a #
panj1256	# m a h e l aː #	# m aː ʂ a #
sinh1246	# a t i j a #	# aː s tʰ i t a #
bhad1241	# p aː kʰ u #	# p aː kʂ a #
bhad1241	# p aː kʰ a ɽ #	# p aː kʂ a #
sind1272	# dʱ uː t o #	# dʱ uː r t a #
west2386	# dʱ uː t aː #	# dʱ uː r t a #
west2386	# dʱ uː t aː #	# dʱ uː r t a #
panj1256	# dʱ uː t t aː #	# dʱ uː r t a #
kuma1273	# dʱ uː t #	# dʱ uː r t a #
nepa1254	# dʱ u t aː h aː #	# dʱ uː r t a #
hind1269	# dʱ uː t #	# dʱ uː r t a #
sinh1246	# d u t #	# dʱ uː r t a #
sind1272	# dʱ u t a ɳ u #	# dʱ uː r t a #
nepa1254	# dʱ u t n u #	# dʱ uː r t a #
hind1269	# dʱ uː t n aː #	# dʱ uː r t a #
guja1252	# dʱ uː t ʋ u ~ #	# dʱ uː r t a #
west2386	# ɖʱ u ʈ ʈ aː #	# dʱ uː r t a #
assa1263	# t i j aː #	# t r̩ t iː j a k a #
oriy1255	# t i aː #	# t r̩ t iː j a k a #
guja1252	# t a r i j a #	# t r̩ t iː j a k a #
sind1272	# ʈ r i a ɽ u #	# t r̩ t iː j a k a #
nepa1254	# t i ʝ a r o #	# t r̩ t iː j a k a #
sinh1246	# a ɖ aː ɭ a #	# a r dʱ a k r̩ t a #
sinh1246	# d a ʋ a #	# ʝ a ʋ #
assa1263	# z a h #	# ʝ a s #
hind1269	# h iː ~ k aː r n aː #	# h i ŋ k aː r a #
hind1269	# k a n a h aː r #	# k a r ɳ a dʱ aː r a #
sinh1246	# s u m u ʋ a #	# s a m uː h a #
doma1258	# g a l i #	# g a r h aː #
kash1277	# g a l #	# g a r h aː #
west2386	# g a l l #	# g a r h aː #
panj1256	# g a l l #	# g a r h aː #
sind1272	# g aː l h i #	# g a r h aː #
west2386	# g aː l h #	# g a r h aː #
khow1242	# k u r #	# k u t a h #
kach1277	# k o #	# k u t a h #
khow1242	# k u r i #	# k u t a ʃ c i d #
sind1272	# p a ʋ aː ɽ o #	# p r a ʋ aː d a #
hind1269	# p a ʋ aː ɽ aː #	# p r a ʋ aː d a #
guja1252	# p a ʋ aː ɽ a #	# p r a ʋ aː d a #
mara1378	# p o ʋ aː ɖ aː #	# p r a ʋ aː d a #
guja1252	# u d aː ɭ #	# u d d aː l a j #
mara1378	# u d iː p #	# u d d iː p j #
oriy1255	# u aː #	# aː t a p a #
beng1280	# aː t a p #	# aː t a p a #
mara1378	# aː ʋ #	# aː t a p a #
sinh1246	# a ʋ u ʋ a #	# aː t a p a #
hind1269	# b i l a ʈ n aː #	# ʋ i n a ʂ ʈ a #
kash1277	# ʋ e n #	# ʋ i n aː #
panj1256	# b i ɳ #	# ʋ i n aː #
nepa1254	# b i n u #	# ʋ i n aː #
assa1263	# b i n e #	# ʋ i n aː #
beng1280	# b i n i #	# ʋ i n aː #
mait1250	# b i n #	# ʋ i n aː #
oriy1255	# b i n u #	# ʋ i n aː #
hind1269	# b i n #	# ʋ i n aː #
guja1252	# ʋ i ɳ #	# ʋ i n aː #
mara1378	# ʋ iː ɳ #	# ʋ i n aː #
maha1287	# b i ɳ #	# ʋ i n aː #
assa1263	# b i n aː #	# ʋ i n aː d a j #
kala1372	# ʃ i ʋ i l a #	# ʃ i p a ʋ i t n u k a #
sind1272	# g aː ʈʰ i #	# gʰ r̩ ʂ ʈ i #
sinh1246	# g u ʈ i j a #	# gʰ r̩ ʂ ʈ i #
oriy1255	# p i ʈʰ o u #	# p i ʂ ʈ o d a k a #
sinh1246	# p i r i #	# p a r i bʱ uː t i #
sinh1246	# p i r i m a ɖ i #	# p a r i m a r d #
doma1260	# m uː t u k #	# m a u h uː r t a #
wota1240	# m u ɽ o #	# m a u h uː r t a #
kala1373	# m o ʈʰ u #	# m a u h uː r t a #
sinh1246	# m a s a #	# m j a kʂ #
sinh1246	# u ɖ a n u #	# uː r dʱ ʋ a ʝ aː n u #
tira1253	# d o #	# d o ʂ aː #
nort2665	# d uː #	# d o ʂ aː #
sout2672	# d u o #	# d o ʂ aː #
shum1235	# d o ʂ #	# d o ʂ aː #
wota1240	# d o #	# d o ʂ aː #
gawa1247	# d o s #	# d o ʂ aː #
khow1242	# d o ʂ #	# d o ʂ aː #
kuma1273	# d o s #	# d o ʂ aː #
phal1254	# d o h o ɽ #	# d o ʂ aː #
panj1256	# p u t t a r iː #	# p u t r iː #
kuma1273	# p u t i #	# p u t r iː #
mara1378	# p o t iː #	# p u t r iː #
sinh1246	# p u n g u l aː #	# p u d g a l a #
sind1272	# p a ɳ a #	# p u n a r #
chur1258	# p a ɳ #	# p u n a r #
assa1263	# p u n u #	# p u n a r #
oriy1255	# p u ɳ a #	# p u n a r #
mait1250	# p u n #	# p u n a r #
hind1269	# p u n #	# p u n a r #
mara1378	# p a ɳ #	# p u n a r #
sinh1246	# p u n a #	# p u n a r #
oriy1255	# pʰ i ɳ #	# p u n a r #
bhoj1244	# aː pʰ i n u #	# p u n a r #
hind1269	# pʰ u n #	# p u n a r #
sind1272	# p u ɳ i #	# p u n a r #
nepa1254	# p a ɳ i #	# p u n a r #
hind1269	# p u n i #	# p u n a r #
sind1272	# aː iː #	# aː p a d #
panj1256	# aː iː #	# aː p a d #
hind1269	# aː iː #	# aː p a d #
shin1264	# a ʋ aː ʒ o i k i #	# aː p a d j #
mara1378	# a ʋ a g #	# aː p a d j #
sinh1246	# ʋ a d i #	# aː p a d j #
sinh1246	# ʋ a n #	# aː p a d j #
sind1272	# kʰ i ~ a #	# kʂ i p aː #
west2386	# kʰ e o #	# kʂ i p aː #
oriy1255	# kʰ i a #	# kʂ i p aː #
nepa1254	# h e l a i #	# h e ɖ a #
mara1378	# h e ɭ aː #	# h e ɖ a #
nort2666	# k a ʂ i #	# k a r ʂ i #
shum1235	# k a ʂ i #	# k a r ʂ i #
sind1272	# k a s iː #	# k a r ʂ i #
west2386	# k a s s #	# k a r ʂ i #
guja1252	# k aː ~ s #	# k a r ʂ i #
phal1254	# kʰ a ʂ iː #	# k a r ʂ i #
kash1277	# k a r #	# k a r h i #
sinh1246	# s a m a ʋ a n #	# s a m aː p a n n a #
kash1277	# a m a #	# a m b aː #
sind1272	# a m aː #	# a m b aː #
bhad1241	# a m m aː ~ #	# a m b aː #
kuma1273	# aː m aː #	# a m b aː #
kuma1273	# aː ~ m #	# a m b aː #
nepa1254	# aː m aː #	# a m b aː #
assa1263	# aː m a i #	# a m b aː #
mait1250	# a m aː ~ #	# a m b aː #
hind1269	# a m m aː #	# a m b aː #
sinh1246	# a m b u ʋ a #	# a m b aː #
sind1272	# a m a ɽ i #	# a m b aː #
west2386	# a m m ɽ iː #	# a m b aː #
west2386	# a m ɽ iː #	# a m b aː #
panj1256	# a m b ɽ iː #	# a m b aː #
dhiv1236	# a n b i #	# a m b aː #
sind1272	# g u ʝʱ u #	# g u h j a #
west2386	# g u ʝ ʝʱ aː #	# g u h j a #
panj1256	# g u ʝ ʝʱ #	# g u h j a #
hind1269	# g u ʝ ʝʱ aː #	# g u h j a #
guja1252	# g uː ʝ #	# g u h j a #
mara1378	# g uː ʝ #	# g u h j a #
assa1263	# x e h #	# ʃ e ʂ a #
hind1269	# s e s #	# ʃ e ʂ a #
sinh1246	# s e s a #	# ʃ e ʂ a #
oriy1255	# s i s aː #	# ʃ e ʂ a #
mara1378	# k iː ʋ #	# k r̩ p aː #
shin1264	# k r i u #	# k r̩ p aː #
kash1277	# k j o m u #	# k r̩ m i #
sind1272	# k i ~ o ~ #	# k r̩ m i #
mait1250	# k e ~ u aː ~ #	# k r̩ m i #
sinh1246	# k i m i j aː #	# k r̩ m i #
vlax1238	# k e r m o #	# k r̩ m i #
doma1260	# k iː r m a #	# k r̩ m i #
shin1264	# k r iː ~ #	# k r̩ m i #
kash1277	# k e m u ʈ #	# k r̩ m i #
sind1272	# k i ~ aː ɽ i #	# k r̩ m i #
kuma1273	# b i p j aː r #	# b r̩ h a s p a t i ʋ aː r a #
kash1277	# b r a s ʋ aː r #	# b r̩ h a s p a t i ʋ aː r a #
garh1243	# bʱ i p j aː r #	# b r̩ h a s p a t i ʋ aː r a #
dhiv1236	# b u r aː s f a t i #	# b r̩ h a s p a t i ʋ aː r a #
sind1272	# ʝʱ a r ɳ o #	# ʝʱ a r a ɳ a #
panj1256	# ʝʱ a r n aː #	# ʝʱ a r a ɳ a #
nepa1254	# ʝʱ a r n aː #	# ʝʱ a r a ɳ a #
beng1280	# ʝʱ a r a n #	# ʝʱ a r a ɳ a #
oriy1255	# ʝʱ a r a ɳ a #	# ʝʱ a r a ɳ a #
bhoj1244	# ʝʱ a r n aː #	# ʝʱ a r a ɳ a #
guja1252	# ʝʱ a r a ɳ #	# ʝʱ a r a ɳ a #
guja1252	# gʰ u ʋ a ɽ #	# gʰ uː k a #
mara1378	# gʰ u b a ɖ #	# gʰ uː k a #
kach1277	# gʰ uː ʋ a ɖ #	# gʰ uː k a #
nepa1254	# r a s aː i n #	# r a s aː j a n a #
assa1263	# r a h a n #	# r a s aː j a n a #
beng1280	# r a s aː n #	# r a s aː j a n a #
oriy1255	# r a s aː ɳ a #	# r a s aː j a n a #
sinh1246	# s a ʋ a n a #	# s a r ʋ a ʝ ɲ a #
sinh1246	# h aː t #	# s a r ʋ a t r a #
panj1256	# s a b b a l #	# s a r ʋ a l aː #
kuma1273	# s aː b l o #	# s a r ʋ a l aː #
beng1280	# s aː b a l #	# s a r ʋ a l aː #
oriy1255	# s aː b a ɭ a #	# s a r ʋ a l aː #
bagh1251	# s aː b a r #	# s a r ʋ a l aː #
mait1250	# s aː b a l #	# s a r ʋ a l aː #
hind1269	# s aː b a l #	# s a r ʋ a l aː #
mara1378	# s a b a ɭ #	# s a r ʋ a l aː #
kash1277	# s a m b a l #	# s a r ʋ a l aː #
paha1251	# s a ~ b b a l #	# s a r ʋ a l aː #
kuma1273	# s aː ~ p l o #	# s a r ʋ a l aː #
kuma1273	# ʃ aː ~ b a ʋ #	# s a r ʋ a l aː #
mara1378	# s a ~ b a ɭ #	# s a r ʋ a l aː #
gawa1247	# l a m a s i k #	# l o m a ʈ a k a #
kala1373	# l u m a i #	# l o m a ʈ a k a #
torw1241	# l a m aː #	# l o m a ʈ a k a #
phal1254	# l uː m e i #	# l o m a ʈ a k a #
sind1272	# l o m b a ɽ u #	# l o m a ʈ a k a #
west2386	# l uː ~ b u ɽ #	# l o m a ʈ a k a #
khet1238	# l u m b a ɽ #	# l o m a ʈ a k a #
panj1256	# l uː ~ b ɽ iː #	# l o m a ʈ a k a #
hind1269	# l o m ɽ iː #	# l o m a ʈ a k a #
nepa1254	# l o m ɽ i #	# l o m a ʈ a k a #
hind1269	# l o b aː ~ #	# l o m a ʈ a k a #
maha1287	# l a m b ɽ e #	# l o m a ʈ a k a #
hind1269	# l a m b a r #	# l o m a ʈ a k a #
beng1280	# k aː ~ ɽ a n #	# k a ɳ ɖ a n a #
mara1378	# k aː ~ ɖ a ɳ #	# k a ɳ ɖ a n a #
panj1256	# k a ɳ ɖ #	# k a ɳ ɖ a j #
assa1263	# k aː ~ r #	# k a ɳ ɖ a j #
beng1280	# k aː ~ ɽ aː #	# k a ɳ ɖ a j #
oriy1255	# k aː ɳ ɖ #	# k a ɳ ɖ a j #
hind1269	# k aː ~ ɖ #	# k a ɳ ɖ a j #
mara1378	# k aː ~ ɖ #	# k a ɳ ɖ a j #
assa1263	# k aː ~ r #	# k a ɳ ɖ a j #
oriy1255	# p a r a s aː #	# p a r i s r a ʋ a #
sinh1246	# n a ʈ i l i #	# n a r t i t a #
sinh1246	# t a r a l a #	# t aː r a l j a #
mara1378	# p o kʰ r a ɳ #	# p a u ʂ k a r i ɳ iː #
sinh1246	# p o k u r u ɳ i #	# p a u ʂ k a r i ɳ iː #
sinh1246	# m i h i j a #	# m a h iː #
kash1277	# b o ~ ʋ aː r #	# bʱ a u m a ʋ aː r a #
assa1263	# t u r a n t e #	# t u r a n t #
oriy1255	# t u r a n t a #	# t u r a n t #
awad1243	# t u r a t #	# t u r a n t #
hind1269	# t u r a n t #	# t u r a n t #
nepa1254	# t u r a n t a #	# t u r a n t #
panj1256	# t u r a n t #	# t u r a n t #
sind1272	# t u r t u #	# t u r a n t #
mara1378	# t u r uː t #	# t u r a n t #
beng1280	# t u r i #	# t u r iː #
hind1269	# t u r #	# t u r iː #
sind1272	# t u r i #	# t u r iː #
panj1256	# t u r #	# t u r iː #
guja1252	# t uː r #	# t u r iː #
mara1378	# t uː r #	# t u r iː #
sinh1246	# t u l i #	# t u r iː #
hind1269	# b e ɽ ʋ iː ~ #	# ʋ e ɖʱ a m i k aː #
phal1254	# d aː n a #	# dʱ ʋ a n #
kash1277	# m e tʰ a r #	# m i t r a #
sind1272	# m i ʈ r u #	# m i t r a #
west2386	# m i t r #	# m i t r a #
panj1256	# m i t t #	# m i t r a #
bhad1241	# m i ʈ ɭ #	# m i t r a #
kuma1273	# m iː t #	# m i t r a #
nepa1254	# m i t #	# m i t r a #
assa1263	# m i t #	# m i t r a #
beng1280	# m i t aː #	# m i t r a #
oriy1255	# m i t a #	# m i t r a #
bhoj1244	# m iː t #	# m i t r a #
hind1269	# m iː t #	# m i t r a #
sinh1246	# m i t #	# m i t r a #
kash1277	# m e t r e ɲ #	# m i t r a #
nepa1254	# m i t j aː n i #	# m i t r a #
assa1263	# m i t i n i #	# m i t r a #
beng1280	# m i t i n #	# m i t r a #
